Instrument,Total Debt,Accounts Payable (CF),Inventories (CF),Retained Earnings (Accumulated Deficit),Net Debt Incl. Pref.Stock & Min.Interest,Total Current Assets,Total Liabilities,Total Equity,Tangible Book Value - Banks,Tangible Book Value - Insurance,"Net Income/Starting Line, Cumulative",Tangible Book Value - Reported,Cash and Short Term Investments,Market Value for Company,Tangible Book Value Per Share,Net Sales,Operating Income,Tangible Book Value - Utility,"Total Assets, Reported",Total Current Liabilities,Year
1171014,119000.0,-1284000.0,-24000.0,-207443000.0,-34750000.0,39953000.0,20336000.0,56208000.0,55382000.0,55382000.0,-13126000.0,55382000.0,34869000.0,201670000.0,5.75714,114137000.0,-8625000.0,55382000.0,76544000.0,13400000.0,2007
1171014,0.0,1160000.0,-72000.0,-219770000.0,-19900000.0,31324000.0,25126000.0,50631000.0,49998000.0,49998000.0,-12328000.0,49998000.0,19900000.0,91770000.0,5.04132,123698000.0,-12371000.0,49998000.0,75757000.0,15232000.0,2008
1171014,0.0,1160000.0,31000.0,-267880000.0,-4079000.0,7742000.0,22245000.0,9325000.0,8843000.0,8843000.0,-11104000.0,8843000.0,4079000.0,65640000.0,0.87074,118573000.0,-11120000.0,8843000.0,31570000.0,13339000.0,2011
1171014,0.0,1160000.0,223000.0,-271021000.0,-10307000.0,13893000.0,19665000.0,11686000.0,11298000.0,11298000.0,-3141000.0,11298000.0,10307000.0,36550000.0,0.8784799999999999,109699000.0,-3152000.0,11298000.0,31351000.0,12835000.0,2012
1171014,0.0,1160000.0,27000.0,-277560000.0,-7222000.0,10465000.0,19187000.0,5518000.0,5224000.0,5224000.0,-6539000.0,5224000.0,7222000.0,56880000.0,0.3963,102135000.0,-6584000.0,5224000.0,24705000.0,13706000.0,2013
1171014,0.0,1160000.0,-176000.0,-282001000.0,-15417000.0,19627000.0,17158000.0,14035000.0,13748000.0,13748000.0,-4441000.0,13748000.0,15417000.0,30400000.0,0.75463,97952000.0,-4503000.0,13748000.0,31193000.0,12534000.0,2014
1171014,0.0,1160000.0,115000.0,-293445000.0,-6021000.0,9293000.0,15884000.0,2719000.0,2439000.0,2439000.0,-11444000.0,2439000.0,6021000.0,60980000.0,0.13515,86327000.0,-11527000.0,2439000.0,18603000.0,11764000.0,2015
1171017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003
1171017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29020000.0,0.0,0.0,0.0,0.0,0.0,0.0,2004
1171017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50290000.0,0.0,0.0,0.0,0.0,0.0,0.0,2005
1171017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867000.0,0.0,0.0,51090000.0,0.0,0.0,0.0,0.0,0.0,0.0,2006
1171017,23843000.0,0.0,0.0,8816000.0,0.0,0.0,361886000.0,24448000.0,24448000.0,24448000.0,2496000.0,24448000.0,0.0,53520000.0,9.42886,0.0,0.0,24448000.0,386335000.0,0.0,2007
1171032,1287000.0,1842000.0,-1012000.0,-415000.0,-145000.0,24617000.0,21513000.0,25210000.0,25210000.0,25210000.0,-1866000.0,25210000.0,1432000.0,95460000.0,4.94073,9159000.0,-2921000.0,25210000.0,46722000.0,16389000.0,2006
1171032,635000.0,3556000.0,-8196000.0,6138000.0,-3290000.0,35367000.0,34365000.0,40391000.0,40391000.0,40391000.0,6553000.0,40391000.0,3925000.0,58700000.0,6.41078,194780000.0,10716000.0,40391000.0,74755000.0,27600000.0,2007
1171032,13347000.0,-3925000.0,1896000.0,4595000.0,12940000.0,30810000.0,41991000.0,41167000.0,41167000.0,41167000.0,-1543000.0,41167000.0,407000.0,15310000.0,6.34017,204753000.0,-1560000.0,41167000.0,83159000.0,32517000.0,2008
1171032,15242000.0,-1052000.0,6040000.0,-13062000.0,15082000.0,22283000.0,43520000.0,24041000.0,24041000.0,24041000.0,-17657000.0,24041000.0,160000.0,4020000.0,3.61201,186280000.0,-15387000.0,24041000.0,67560000.0,29349000.0,2009
1171032,20300000.0,475000.0,-2914000.0,-28058000.0,20165000.0,23512000.0,48059000.0,10450000.0,10450000.0,10450000.0,-14996000.0,10450000.0,135000.0,5280000.0,1.48104,183662000.0,-11776000.0,10450000.0,58509000.0,38284000.0,2010
1171825,40715000000.0,0.0,0.0,181900000.0,0.0,0.0,45141700000.0,6207600000.0,-599900000.0,-599900000.0,263300000.0,-599900000.0,0.0,0.0,-2.99626,0.0,0.0,-599900000.0,51349300000.0,0.0,2003
1171825,31681300000.0,0.0,0.0,-5606900000.0,0.0,0.0,36804500000.0,5127900000.0,4469800000.0,4469800000.0,141300000.0,4469800000.0,0.0,0.0,21.12649,0.0,0.0,4469800000.0,41932400000.0,0.0,2004
1171825,33668600000.0,0.0,0.0,-5141800000.0,0.0,0.0,40948600000.0,5394200000.0,4906500000.0,4906500000.0,566900000.0,4906500000.0,0.0,0.0,23.16512,0.0,0.0,4906500000.0,46342800000.0,0.0,2005
1171825,37724800000.0,0.0,0.0,-4499100000.0,0.0,0.0,45056200000.0,6055100000.0,5458600000.0,5458600000.0,753600000.0,5458600000.0,0.0,0.0,25.93896,0.0,0.0,5458600000.0,51111300000.0,0.0,2006
1171825,47602600000.0,0.0,0.0,-3691400000.0,0.0,0.0,56423900000.0,6962700000.0,5451200000.0,5451200000.0,949100000.0,5451200000.0,0.0,0.0,27.37781,0.0,0.0,5451200000.0,63386600000.0,0.0,2007
1172222,33880000.0,15781000.0,-5419000.0,-35274000.0,-32551000.0,121463000.0,175811000.0,66126000.0,32229000.0,32229000.0,-29267000.0,32229000.0,66431000.0,72180000.0,0.7861199999999999,488877000.0,-40537000.0,32229000.0,241937000.0,123242000.0,2001
1172222,44063000.0,10419000.0,1453000.0,-53889000.0,-23769000.0,127521000.0,238709000.0,18259000.0,-13330000.0,-13330000.0,-18615000.0,-13330000.0,67832000.0,136600000.0,-0.39546,607220000.0,-13802000.0,-13330000.0,256968000.0,197835000.0,2002
1172222,6490000.0,-677000.0,-839000.0,-107095000.0,-65418000.0,140884000.0,398776000.0,-142610000.0,-170930000.0,-170930000.0,-58275000.0,-170930000.0,71908000.0,57250000.0,-6.02919,632038000.0,-56079000.0,-170930000.0,256166000.0,254685000.0,2003
1172222,6490000.0,-677000.0,-839000.0,-107095000.0,-65418000.0,140884000.0,398776000.0,-142610000.0,-170930000.0,-170930000.0,-58275000.0,-170930000.0,71908000.0,85080000.0,-6.02919,632038000.0,-56079000.0,-170930000.0,256166000.0,254685000.0,2004
1172222,0.0,-7080000.0,-754000.0,-124093000.0,-1000.0,362000.0,64593000.0,-63731000.0,-63731000.0,-63731000.0,-16998000.0,-63731000.0,1000.0,206880000.0,-2.23962,157064000.0,-16866000.0,-63731000.0,862000.0,3291000.0,2005
1172222,0.0,-178000.0,-2309333.333333333,-131355000.0,-2169000.0,2844000.0,64136000.0,-61292000.0,-61292000.0,-61292000.0,-7262000.0,-61292000.0,2169000.0,180780000.0,-1.99316,0.0,-7266000.0,-61292000.0,2844000.0,2834000.0,2006
1172222,90640000.0,-9026000.0,-3087000.0,-143721000.0,-62748000.0,287606000.0,618453000.0,48067000.0,-250317000.0,-250317000.0,-12366000.0,-250317000.0,153388000.0,228110000.0,-5.51978,508767000.0,-2184000.0,-250317000.0,666520000.0,277760000.0,2007
1172222,261373000.0,13121000.0,-2302000.0,-184268000.0,146891000.0,242087000.0,718707000.0,83637000.0,-172552000.0,-172552000.0,-40547000.0,-172552000.0,114482000.0,240930000.0,-3.70411,888047000.0,-31628000.0,-172552000.0,802344000.0,293851000.0,2008
1172222,239831000.0,-14679000.0,-4834000.0,-177217000.0,95347000.0,267383000.0,690060000.0,133339000.0,-110452000.0,-110452000.0,7051000.0,-110452000.0,144484000.0,328360000.0,-2.33805,982555000.0,6834000.0,-110452000.0,823399000.0,319116000.0,2009
1172222,259276000.0,10552000.0,1413000.0,-148631000.0,53328000.0,311035000.0,875821000.0,53313000.0,-169007000.0,-169007000.0,28586000.0,-169007000.0,205948000.0,360280000.0,-3.28062,1210865000.0,91898000.0,-169007000.0,929134000.0,347850000.0,2010
1172222,252773000.0,2962000.0,-3792000.0,-32824000.0,-49005000.0,441660000.0,852797000.0,176089000.0,-22780000.0,-22780000.0,116720000.0,-22780000.0,301778000.0,395180000.0,-0.44251,1183306000.0,107484000.0,-22780000.0,1028886000.0,384244000.0,2011
1172222,461971000.0,11336000.0,-7181000.0,64051000.0,157856000.0,499531000.0,1264653000.0,222876000.0,70845000.0,70845000.0,-2649000.0,70845000.0,304115000.0,337620000.0,1.39652,1650459000.0,20283000.0,70845000.0,1487529000.0,488820000.0,2013
1172222,661241000.0,1447000.0,-6660000.0,117288000.0,255361000.0,571858000.0,1597222000.0,268602000.0,135359000.0,135359000.0,53237000.0,135359000.0,405880000.0,504490000.0,2.6314,1962353000.0,129398000.0,135359000.0,1865824000.0,653790000.0,2014
1172222,806473000.0,7703000.0,5020000.0,169142000.0,383089000.0,605807000.0,1767397000.0,396864000.0,266261000.0,266261000.0,51854000.0,266261000.0,423384000.0,1407320000.0,5.07908,2155865000.0,133747000.0,266261000.0,2164261000.0,658631000.0,2015
1172222,1049637000.0,7473000.0,-1436000.0,238068000.0,525429000.0,704847000.0,2235295000.0,367233000.0,239270000.0,239270000.0,68926000.0,239270000.0,524208000.0,1880060000.0,4.39386,2314879000.0,245132000.0,239270000.0,2602528000.0,819864000.0,2016
1172222,752356000.0,44000.0,-4323000.0,420714000.0,192309000.0,740984000.0,2043860000.0,446062000.0,320739000.0,320739000.0,182646000.0,320739000.0,560047000.0,3045310000.0,6.00619,2317467000.0,414045000.0,320739000.0,2489922000.0,766775000.0,2017
1172678,0.0,0.0,0.0,3555000.0,0.0,0.0,174921000.0,15104000.0,13566000.0,13566000.0,1804000.0,13566000.0,0.0,47020000.0,3.70336,0.0,0.0,13566000.0,190025000.0,0.0,2003
1172678,7217000.0,0.0,0.0,7746000.0,0.0,0.0,290889000.0,19616000.0,15852000.0,15852000.0,4191000.0,15852000.0,0.0,109780000.0,2.12874,0.0,0.0,15852000.0,310505000.0,0.0,2004
1172678,12372000.0,0.0,0.0,15601000.0,0.0,0.0,401529000.0,29683000.0,23566000.0,23566000.0,7854000.0,23566000.0,0.0,150210000.0,2.89086,0.0,0.0,23566000.0,431212000.0,0.0,2005
1172678,20620000.0,0.0,0.0,26178000.0,0.0,0.0,563924000.0,42902000.0,35316000.0,35316000.0,10578000.0,35316000.0,0.0,202520000.0,4.03492,0.0,0.0,35316000.0,606826000.0,0.0,2006
1172678,28868000.0,0.0,0.0,40132000.0,0.0,0.0,810807000.0,58181000.0,50012000.0,50012000.0,13953000.0,50012000.0,0.0,215470000.0,5.62078,0.0,0.0,50012000.0,868988000.0,0.0,2007
1172706,457000.0,42000.0,55000.0,-5383000.0,-1156000.0,1822000.0,1017000.0,1036000.0,1036000.0,1036000.0,-2703000.0,1036000.0,1613000.0,43200000.0,0.43291,167000.0,-2693000.0,1036000.0,2053000.0,686000.0,2003
1172706,2139000.0,233000.0,-208000.0,-8964000.0,2041000.0,537000.0,3572000.0,894000.0,-2747000.0,-2747000.0,-3581000.0,-2747000.0,98000.0,62650000.0,-1.05731,257000.0,-3394000.0,-2747000.0,4466000.0,1372000.0,2004
1172706,980000.0,-34000.0,64000.0,-20702000.0,719000.0,548000.0,2859000.0,4479000.0,-2221000.0,-2221000.0,-11738000.0,-2221000.0,261000.0,6490000.0,-0.5917100000000001,213000.0,-11172000.0,-2221000.0,7338000.0,2509000.0,2005
1172706,0.0,-169000.0,184000.0,-25065000.0,686000.0,718000.0,796000.0,5959000.0,-1230000.0,-1230000.0,-3067000.0,-1230000.0,591000.0,3320000.0,-0.28425,198000.0,-3082000.0,-1230000.0,6756000.0,496000.0,2006
1172706,0.0,-47000.0,1000.0,-27855000.0,1692000.0,672000.0,579000.0,5264000.0,-2137000.0,-2137000.0,-1771000.0,-2137000.0,585000.0,1150000.0,-0.44896,239000.0,-1774000.0,-2137000.0,5842000.0,579000.0,2007
1172706,0.0,225000.0,-24000.0,-30256000.0,2274000.0,107000.0,1076000.0,3396000.0,-3216000.0,-3216000.0,-2311000.0,-3216000.0,3000.0,380000.0,-0.63064,137000.0,-2285000.0,-3216000.0,4472000.0,1076000.0,2008
1172706,231000.0,23000.0,51000.0,-35342000.0,2506000.0,46000.0,1292000.0,-1242000.0,-3519000.0,-3519000.0,-4996000.0,-3519000.0,2000.0,100000.0,-0.70194,125000.0,-4866000.0,-3519000.0,49000.0,1292000.0,2009
1172706,494000.0,-53000.0,-15000.0,-35324000.0,2847500.0,46000.0,1008000.0,-960500.0,-3314000.0,-3314000.0,106000.0,-3314000.0,0.0,560000.0,-0.4764100000000001,102000.0,161000.0,-3314000.0,49000.0,1008000.0,2010
1172852,0.0,0.0,0.0,-10000.0,-2000.0,2000.0,0.0,1000.0,1000.0,1000.0,-6000.0,1000.0,2000.0,0.0,0.00057,0.0,-7000.0,1000.0,2000.0,0.0,2003
1172852,5243000.0,68000.0,-5000.0,469000.0,4810000.0,569000.0,5851000.0,4971000.0,1162000.0,1162000.0,-154000.0,1162000.0,433000.0,24310000.0,0.18622,3138000.0,180000.0,1162000.0,10820000.0,3632000.0,2004
1172852,10093000.0,-32000.0,-6000.0,1062000.0,10685000.0,1995000.0,12169000.0,7538000.0,1837000.0,1837000.0,1149000.0,1837000.0,419000.0,25110000.0,0.2303,5883000.0,1703000.0,1837000.0,19708000.0,4411000.0,2005
1172852,14700000.0,483000.0,-291000.0,-1407000.0,23047000.0,2146000.0,16734000.0,12421000.0,-6796000.0,-6796000.0,-1798000.0,-6796000.0,630000.0,11630000.0,-0.8113100000000001,8275000.0,1448000.0,-6796000.0,29157000.0,8776000.0,2006
1172852,14642000.0,7000.0,-39000.0,-2678000.0,22797000.0,2091000.0,15890000.0,11969000.0,-7311000.0,-7311000.0,414000.0,-7311000.0,857000.0,48630000.0,-0.8442700000000001,10785000.0,2024000.0,-7311000.0,27861000.0,6530000.0,2007
1172852,19992000.0,-17000.0,-50000.0,-2441000.0,18692000.0,3518000.0,21959000.0,13120000.0,-3836000.0,-3836000.0,1116000.0,-3836000.0,2271000.0,229040000.0,-0.30335,11413000.0,3277000.0,-3836000.0,35080000.0,3784000.0,2008
1173313,414000.0,144000.0,24141.818181818184,-5907000.0,-394000.0,880000.0,915000.0,290000.0,-16000.0,-16000.0,-4651000.0,-16000.0,808000.0,101280000.0,-72.72726999999998,42000.0,-4415000.0,-16000.0,1203000.0,915000.0,2008
1173313,1138000.0,930000.0,21189.09090909091,-14909000.0,164000.0,999000.0,2741000.0,-1240000.0,-1666000.0,-1666000.0,-6770000.0,-1666000.0,974000.0,22560000.0,-7243.478259999999,25000.0,-5355000.0,-1666000.0,1500000.0,2741000.0,2009
1173313,1138000.0,930000.0,18236.36363636364,-14909000.0,164000.0,999000.0,2741000.0,-1240000.0,-1666000.0,-1666000.0,-6770000.0,-1666000.0,974000.0,7890000.0,-7243.478259999999,25000.0,-5355000.0,-1666000.0,1500000.0,2741000.0,2010
1173313,840220.0,-87270.0,15283.636363636364,-22688820.0,840220.0,1400.0,2528830.0,-2010660.0,-2460760.0,-2460760.0,-5182190.0,-2460760.0,0.0,3990000.0,-10698.95652,0.0,-4910470.0,-2460760.0,518170.0,2528830.0,2011
1173313,1150330.0,-511610.0,12330.909090909092,-28774420.0,1078560.0,101920.0,1833070.0,-1463670.0,-1671490.0,-1671490.0,-1218650.0,-1671490.0,71780.0,1450000.0,-3411.2040799999995,3190.0,-1015000.0,-1671490.0,369400.0,1833070.0,2012
1173489,0.0,244000.0,-46000.0,0.0,0.0,8724000.0,7852000.0,4345000.0,4345000.0,4345000.0,10355000.0,4345000.0,0.0,106620000.0,0.21725,25244000.0,13148000.0,4345000.0,12197000.0,6728000.0,2003
1173489,0.0,-1057000.0,239000.0,-23997000.0,-73810000.0,82197000.0,25110000.0,110072000.0,66182000.0,66182000.0,-21922000.0,66182000.0,73810000.0,189110000.0,3.665880000000001,19196000.0,-20701000.0,66182000.0,135182000.0,23879000.0,2004
1173489,0.0,-524000.0,168000.0,-35988000.0,-59130000.0,71301000.0,20954000.0,98479000.0,56626000.0,56626000.0,-11991000.0,56626000.0,59130000.0,159940000.0,3.11691,36836000.0,-11754000.0,56626000.0,119433000.0,17861000.0,2005
1173489,0.0,-404000.0,168000.0,-34338000.0,-59638000.0,71948000.0,16614000.0,102549000.0,61588000.0,61588000.0,1650000.0,61588000.0,59638000.0,118460000.0,3.31871,37673000.0,1499000.0,61588000.0,119163000.0,13988000.0,2006
1173489,0.0,-1052000.0,168000.0,-36604000.0,-61620000.0,70461000.0,13516000.0,102233000.0,62375000.0,62375000.0,-2266000.0,62375000.0,61620000.0,124950000.0,3.29624,35636000.0,-5593000.0,62375000.0,115749000.0,9221000.0,2007
1173738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30420000.0,0.0,0.0,0.0,0.0,0.0,0.0,2006
1173738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9820000.0,0.0,0.0,0.0,0.0,0.0,0.0,2007
1173738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27260000.0,0.0,0.0,0.0,0.0,0.0,0.0,2008
1173738,0.0,0.0,154000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2484000.0,0.0,0.0,4730000.0,0.0,505000.0,-2462000.0,0.0,0.0,0.0,2009
1173738,983690.0,0.0,-208000.0,-27792280.0,957350.0,645430.0,2519570.0,-1644030.0,-1732910.0,-1732910.0,-2134000.0,-1732910.0,26370.0,5140000.0,-0.29248,836000.0,-1926000.0,-1732910.0,875530.0,2150110.0,2010
1173924,438000.0,0.0,1383000.0,5181000.0,-2118000.0,11032000.0,5127000.0,23543000.0,23543000.0,23543000.0,-2227000.0,23543000.0,2556000.0,73200000.0,0.54683,19524000.0,-2201000.0,23543000.0,28670000.0,2552000.0,2003
1173924,1911000.0,0.0,1280000.0,4667000.0,1611000.0,12020000.0,5621000.0,29192000.0,29192000.0,29192000.0,-1911000.0,29192000.0,300000.0,126020000.0,0.59022,20363000.0,-1880000.0,29192000.0,34813000.0,3729000.0,2004
1173924,113000.0,0.0,-435000.0,6161000.0,-3146000.0,16509000.0,6581000.0,45236000.0,45236000.0,45236000.0,1798000.0,45236000.0,3259000.0,78700000.0,0.73326,25807000.0,1861000.0,45236000.0,51817000.0,4619000.0,2005
1173924,1388000.0,0.0,-1027000.0,5563000.0,343000.0,15946000.0,16087000.0,49859000.0,49859000.0,49859000.0,-598000.0,49859000.0,1045000.0,81030000.0,0.8082,22470000.0,-598000.0,49859000.0,65946000.0,6504000.0,2006
1173924,6960000.0,0.0,-1125000.0,2058000.0,5512000.0,21098000.0,39089000.0,55789000.0,55789000.0,55789000.0,-3505000.0,55789000.0,1448000.0,131020000.0,0.76991,23121000.0,-4825000.0,55789000.0,94878000.0,14194000.0,2007
1174527,1021466000.0,0.0,0.0,-142795000.0,1019332000.0,77105000.0,1331758000.0,866575000.0,-1120905000.0,-1120905000.0,-89160000.0,-1120905000.0,2134000.0,0.0,-11.65978,348869000.0,-41672000.0,-1120905000.0,2198333000.0,48022000.0,2004
1174527,668563000.0,0.0,0.0,-232365000.0,665096000.0,87283000.0,1016889000.0,1232444000.0,-810842000.0,-810842000.0,-89570000.0,-810842000.0,3467000.0,0.0,-6.59943,371509000.0,-13308000.0,-810842000.0,2249333000.0,35102000.0,2005
1174527,616231000.0,0.0,0.0,-157797000.0,615283000.0,102225000.0,935315000.0,1380383000.0,-723675000.0,-723675000.0,74568000.0,-723675000.0,948000.0,0.0,-5.79544,411495000.0,28100000.0,-723675000.0,2315698000.0,32295000.0,2006
1174527,652759000.0,0.0,0.0,-88040000.0,648539000.0,106768000.0,1058626000.0,1274699000.0,-852171000.0,-852171000.0,69757000.0,-852171000.0,4220000.0,0.0,-7.473439999999999,419907000.0,143390000.0,-852171000.0,2333326000.0,84773000.0,2007
1174527,729070000.0,0.0,0.0,-136054000.0,725323000.0,91184000.0,1049388000.0,1124308000.0,-842896000.0,-842896000.0,-48014000.0,-842896000.0,3747000.0,0.0,-7.430389999999999,432930000.0,-35216000.0,-842896000.0,2173696000.0,40746000.0,2008
1175028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
1175028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
1175028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012
1175028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013
1175028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014
1175108,329514000.0,0.0,-266000.0,64953000.0,320635000.0,104433000.0,443826000.0,574858000.0,-185266000.0,-185266000.0,5546000.0,-185266000.0,14222000.0,57080000.0,-7.28898,533182000.0,9159000.0,-185266000.0,1018684000.0,79323000.0,2007
1175108,384866000.0,0.0,-280000.0,-469596000.0,379944000.0,104181000.0,456073000.0,41060000.0,-191217000.0,-191217000.0,-534099000.0,-191217000.0,10265000.0,9690000.0,-7.50422,498751000.0,-572907000.0,-191217000.0,497133000.0,72311000.0,2008
1175108,481011000.0,0.0,-2023000.0,-516120000.0,431346000.0,153346000.0,551947000.0,-5174000.0,-235863000.0,-235863000.0,-46074000.0,-235863000.0,55008000.0,890000.0,-9.24762,559354000.0,-4567000.0,-235863000.0,546773000.0,68641000.0,2009
1175108,500087000.0,0.0,2007000.0,-763496000.0,430730000.0,152552000.0,567474000.0,-252055000.0,-274267000.0,-274267000.0,-246926000.0,-274267000.0,74700000.0,9440000.0,-10.75335,544533000.0,-200732000.0,-274267000.0,315419000.0,65203000.0,2010
1175108,514673000.0,0.0,-1093000.0,-785027000.0,460942000.0,142716000.0,571773000.0,-273232000.0,-293948000.0,-293948000.0,-21081000.0,-293948000.0,58904000.0,48670000.0,-11.50875,479869000.0,23031000.0,-293948000.0,298541000.0,57616000.0,2011
1176193,0.0,28000.0,0.0,-25000.0,-1000.0,1000.0,29000.0,-21000.0,-21000.0,-21000.0,-25000.0,-21000.0,1000.0,0.0,-0.042,0.0,-25000.0,-21000.0,8000.0,29000.0,2003
1176193,0.0,5000.0,0.0,-28000.0,0.0,0.0,35000.0,-24000.0,-24000.0,-24000.0,-3000.0,-24000.0,0.0,0.0,-0.00168,0.0,-3000.0,-24000.0,11000.0,35000.0,2004
1176193,0.0,5000.0,0.0,-62000.0,-5000.0,5000.0,47000.0,-31000.0,-31000.0,-31000.0,-35000.0,-31000.0,5000.0,20980000.0,-0.00063,0.0,-34000.0,-31000.0,16000.0,47000.0,2005
1176193,0.0,0.0,0.0,-728000.0,961666.6666666666,225000.0,1372000.0,-266000.0,-266000.0,-266000.0,-666000.0,-266000.0,1840333.3333333333,77000000.0,-0.0057,0.0,0.0,-266000.0,1106000.0,1372000.0,2006
1176193,4203000.0,790000.0,-1435000.0,-12901000.0,1445000.0,7174000.0,12882000.0,17764000.0,-3844000.0,-3844000.0,-12173000.0,-3844000.0,2758000.0,34090000.0,-0.0556,153000.0,-11171000.0,-3844000.0,30646000.0,4163000.0,2007
1176325,1189000.0,270000.0,-68000.0,-15998000.0,1175000.0,509000.0,2078000.0,-1569000.0,-1569000.0,-1569000.0,-5699000.0,-1569000.0,14000.0,5460000.0,-0.01672,753000.0,-2216000.0,-1569000.0,509000.0,2078000.0,2008
1176325,1189000.0,270000.0,-68000.0,-15998000.0,1175000.0,509000.0,2078000.0,-1569000.0,-1569000.0,-1569000.0,-5699000.0,-1569000.0,14000.0,13930000.0,-0.01672,753000.0,-2216000.0,-1569000.0,509000.0,2078000.0,2009
1176325,247000.0,201670.0,-144830.0,-22230000.0,11000.0,1022410.0,1674000.0,-607000.0,-607000.0,-607000.0,-6232120.0,-607000.0,236000.0,19910000.0,-0.0031,2179000.0,-5199000.0,-607000.0,1067410.0,1674000.0,2010
1176325,367740.0,-42290.0,-92030.0,-30912820.0,176870.0,1202830.0,2088290.0,-28370.0,-811470.0,-811470.0,-7305830.0,-811470.0,190870.0,11620000.0,-0.0028,4146070.0,-7233640.0,-811470.0,2059920.0,2088290.0,2011
1176325,811750.0,1436710.0,-72360.0,-37827090.0,811750.0,818450.0,4335730.0,-2658040.0,-3441140.0,-3441140.0,-6914270.0,-3441140.0,0.0,12180000.0,-0.00972,6927110.0,-6711210.0,-3441140.0,1677690.0,4335730.0,2012
1177070,34838000.0,0.0,0.0,6068000.0,0.0,0.0,435571000.0,34410000.0,34410000.0,34410000.0,3897000.0,34410000.0,0.0,53270000.0,17.70581,0.0,0.0,34410000.0,469980000.0,0.0,2007
1177070,34838000.0,0.0,0.0,6068000.0,0.0,0.0,435571000.0,34410000.0,34410000.0,34410000.0,3897000.0,34410000.0,0.0,58730000.0,17.70581,0.0,0.0,34410000.0,469980000.0,0.0,2008
1177070,20144520.0,0.0,0.0,7300930.0,0.0,0.0,492547570.0,48948450.0,48948450.0,48948450.0,3912000.0,48948450.0,0.0,42880000.0,19.58228,0.0,0.0,48948450.0,541495830.0,0.0,2009
1177070,40314870.0,0.0,0.0,6557100.0,0.0,0.0,570379450.0,50993750.0,50993750.0,50993750.0,3280210.0,50993750.0,0.0,21050000.0,19.3774,0.0,0.0,50993750.0,621372940.0,0.0,2010
1177070,15179400.0,0.0,0.0,2328700.0,0.0,0.0,592369880.0,47369160.0,47369160.0,47369160.0,-4228400.0,47369160.0,0.0,10530000.0,18.00007,0.0,0.0,47369160.0,639739030.0,0.0,2011
1178104,0.0,0.0,291000.0,-123849000.0,-9325000.0,10652000.0,2608000.0,8862000.0,8862000.0,8862000.0,-3517000.0,8862000.0,9325000.0,58480000.0,3.3271900000000003,13243000.0,-3522000.0,8862000.0,11470000.0,2175000.0,2012
1178104,2532000.0,0.0,264000.0,-137424000.0,-12113000.0,15734000.0,6782000.0,11360000.0,11360000.0,11360000.0,-13575000.0,11360000.0,14645000.0,40650000.0,3.11136,3681000.0,-13316000.0,11360000.0,18142000.0,2418000.0,2013
1178104,2788000.0,0.0,-881000.0,-153561000.0,-9607000.0,14496000.0,6787000.0,10974000.0,10974000.0,10974000.0,-16137000.0,10974000.0,12395000.0,50210000.0,2.14887,3499000.0,-15660000.0,10974000.0,17761000.0,2228000.0,2014
1178104,3092000.0,0.0,371000.0,-170527000.0,-20175000.0,42622000.0,7392000.0,40185000.0,22971000.0,22971000.0,-16966000.0,22971000.0,40481000.0,62270000.0,2.58278,3615000.0,-16501000.0,22971000.0,47577000.0,2657000.0,2015
1178104,2828000.0,0.0,-305000.0,-189709000.0,-1194000.0,23361000.0,7205000.0,22089000.0,4875000.0,4875000.0,-19182000.0,4875000.0,21236000.0,13740000.0,0.54803,2990000.0,-18783000.0,4875000.0,29294000.0,2058000.0,2016
