Instrument,CIK Number,Tangible Book Value - Utility,Retained Earnings (Accumulated Deficit),Market Value for Company,Total Debt,Total Current Assets,"Net Income/Starting Line, Cumulative","Total Assets, Reported",NAICS Industry Group Name,Inventories (CF),Company Common Name,Cash and Short Term Investments,Accounts Payable (CF),Net Debt Incl. Pref.Stock & Min.Interest,Delisted Quote Flag,Earnings Before Interest & Taxes (EBIT) (Pvt),Tangible Book Value Per Share,Net Sales,Tangible Book Value - Reported,Total Equity,Pricing Volatility,Depreciation And Amortization,Tangible Book Value - Insurance,Instrument Is Active Flag,Total Liabilities,Tangible Book Value - Banks,Operating Income,Total Current Liabilities
1528837,,-469193000.0,-1832156000.0,23580000.0,1954679000.0,350798000.0,43192000.0,2470635000.0,,,,184434000.0,90222000.0,2197810000.0,,,-5.58664,740331000.0,-469193000.0,-41628000.0,,177078000.0,-469193000.0,,2512263000.0,-469193000.0,92447000.0,462528000.0
1117733,1117733.0,44468000.0,-55290000.0,31120000.0,347000.0,51303000.0,-26470000.0,62920000.0,Electronic Shopping and Mail-Order Houses,731000.0,CafePress Inc,43788000.0,-2105000.0,-43441000.0,1.0,,2.67187,102208000.0,44468000.0,44468000.0,,,44468000.0,0.0,18452000.0,44468000.0,-27384000.0,18286000.0
1117733,,35929000.0,-65764000.0,25150000.0,0.0,38748000.0,-10257000.0,51172000.0,,-9000.0,,30931000.0,548000.0,-30929000.0,,,2.12196,85685000.0,35929000.0,35931000.0,,,35929000.0,,15241000.0,35929000.0,-10504000.0,14936000.0
1528930,1528930.0,86655000.0,110029000.0,141710000.0,26199000.0,115667000.0,13013000.0,204268000.0,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",,Franchise Group Inc,16427000.0,,9772000.0,0.0,,6.72654,173985000.0,86655000.0,116455000.0,,14356180.0,86655000.0,1.0,87813000.0,86655000.0,23321000.0,53168000.0
1528930,,80025000.0,101139000.0,164650000.0,20383000.0,99708000.0,135000.0,178003000.0,,,,18522000.0,,1861000.0,,,6.14489,174872000.0,80025000.0,111502000.0,,14525000.0,80025000.0,,66501000.0,80025000.0,7599000.0,57072000.0
1528540,1528540.0,8125007000.0,5879144000.0,,27554100000.0,,-495668000.0,43308060000.0,Commercial and Industrial Machinery and Equipment Rental and Leasing,,ILFC Holdings Inc,3067697000.0,,24586403000.0,,,179.48788,4737139000.0,8125007000.0,8225007000.0,,1963175000.0,8125007000.0,,35083053000.0,8125007000.0,-764636000.0,
1528540,,8125007000.0,5879144000.0,,27554100000.0,,-495668000.0,43308060000.0,,,,3067697000.0,,24586403000.0,,,179.48788,4737139000.0,8125007000.0,8225007000.0,,1963175000.0,8125007000.0,,35083053000.0,8125007000.0,-764636000.0,
1528089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421289,1421289.0,-683930.0,-8134450.0,12970000.0,676820.0,278410.0,-4183520.0,309640.0,Sugar and Confectionery Product Manufacturing,-890.0,Livewire Ergogenics Inc,1450.0,32200.0,675370.0,0.0,,-0.00437,238960.0,-683930.0,-683930.0,,4660.0,-683930.0,1.0,993580.0,-683930.0,-2943960.0,993580.0
1421289,1420977.0,-683930.0,-8134450.0,31360000.0,676820.0,278410.0,-4183520.0,309640.0,,-890.0,,1450.0,32200.0,675370.0,,,-0.00437,238960.0,-683930.0,-683930.0,,4660.0,-683930.0,,993580.0,-683930.0,-2943960.0,993580.0
889428,889428.0,-5976000.0,-18440000.0,1410000.0,4983000.0,73000.0,-1394000.0,106000.0,Scientific Research and Development Services,0.0,Pathfinder Cell Therapy Inc,26000.0,39000.0,4957000.0,0.0,,-0.00896,0.0,-5976000.0,-5943000.0,,,-5976000.0,1.0,6049000.0,-5976000.0,-1119000.0,6049000.0
889428,,-5976000.0,-18440000.0,800000.0,4983000.0,73000.0,-1394000.0,106000.0,,0.0,,26000.0,39000.0,4957000.0,,,-0.00896,0.0,-5976000.0,-5943000.0,,,-5976000.0,,6049000.0,-5976000.0,-1119000.0,6049000.0
752902,752902.0,-12493270.0,-51951310.0,7150000.0,11781350.0,2286170.0,-5479250.0,2407760.0,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",217370.0,Lucid Inc,786510.0,-419050.0,10994840.0,0.0,,-1.46852,3341250.0,-12493270.0,-12493270.0,,,-12493270.0,1.0,14901030.0,-12493270.0,-4771990.0,7410950.0
752902,,-12493270.0,-51951310.0,11060000.0,11781350.0,2286170.0,-5479250.0,2407760.0,,217370.0,,786510.0,-419050.0,10994840.0,,,-1.46852,3341250.0,-12493270.0,-12493270.0,,,-12493270.0,,14901030.0,-12493270.0,-4771990.0,7410950.0
1581214,1581214.0,4199890.0,-6476480.0,1980000.0,441390.0,316560.0,-890330.0,5050610.0,Oil and Gas Extraction,,Avanti Energy Inc,106010.0,,335380.0,0.0,,6.41851,0.0,4199890.0,4199890.0,,140.0,4199890.0,1.0,850720.0,4199890.0,-782730.0,261320.0
1581214,,4660900.0,-7326530.0,810000.0,467000.0,637440.0,-850050.0,5502650.0,,,,585580.0,,-118580.0,,,3.18274,,4660900.0,4660900.0,,130.0,4660900.0,,841760.0,4660900.0,-764070.0,205760.0
1465509,1465509.0,-2863600.0,-6229900.0,3460000.0,993610.0,128740.0,-965520.0,197410.0,Software Publishers,-60580.0,XcelMobility Inc,37770.0,-145780.0,965840.0,0.0,,-0.00504,384520.0,-2863600.0,-2853600.0,,,-2863600.0,1.0,3051010.0,-2863600.0,-1099740.0,2056630.0
1465509,,-2863600.0,-6229900.0,1430000.0,993610.0,128740.0,-965520.0,197410.0,,-60580.0,,37770.0,-145780.0,965840.0,,,-0.00504,384520.0,-2863600.0,-2853600.0,,,-2863600.0,,3051010.0,-2863600.0,-1099740.0,2056630.0
1527166,1527166.0,265900000.0,,7987030000.0,5210900000.0,,15300000.0,9973000000.0,Other Financial Investment Activities,,Carlyle Group LP,1432400000.0,-19300000.0,4924600000.0,0.0,,3.14262,2274300000.0,265900000.0,307900000.0,,42500000.0,265900000.0,1.0,9665100000.0,265900000.0,32200000.0,
1527166,,593200000.0,,5649860000.0,5877400000.0,,1007400000.0,12280600000.0,,,,1377700000.0,35700000.0,6819600000.0,,,5.92604,3676200000.0,593200000.0,1016600000.0,,10100000.0,593200000.0,,11264000000.0,593200000.0,1043900000.0,
1627487,1627487.0,-17641000.0,59888000.0,327740000.0,150000000.0,51227000.0,24262000.0,522395000.0,Full-Service Restaurants,201000.0,Fogo De Chao Inc,31275000.0,,120940000.0,1.0,,-0.62531,288296000.0,-17641000.0,290644000.0,,15729000.0,-17641000.0,0.0,231751000.0,-17641000.0,38416000.0,35801000.0
1627487,,13870000.0,88677000.0,445010000.0,138000000.0,60165000.0,28405000.0,542613000.0,,-379000.0,,38342000.0,,101423000.0,,,0.49089,314359000.0,13870000.0,319009000.0,,19037000.0,13870000.0,,223604000.0,13870000.0,29484000.0,43015000.0
1524471,1524471.0,-879000000.0,645000000.0,4637300000.0,649000000.0,1662000000.0,249000000.0,4878000000.0,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",18000000.0,Exelis Inc,510000000.0,-67000000.0,139000000.0,1.0,,-4.73344,3277000000.0,-879000000.0,1247000000.0,,,-879000000.0,0.0,3631000000.0,-879000000.0,397000000.0,774000000.0
1524471,,-879000000.0,645000000.0,4637300000.0,649000000.0,1662000000.0,249000000.0,4878000000.0,,18000000.0,,510000000.0,-67000000.0,139000000.0,,,-4.73344,3277000000.0,-879000000.0,1247000000.0,,,-879000000.0,,3631000000.0,-879000000.0,397000000.0,774000000.0
1524472,1524472.0,-1643000000.0,1033000000.0,12248720000.0,2368000000.0,1839000000.0,260000000.0,6474000000.0,Other General Purpose Machinery Manufacturing,-15000000.0,Xylem Inc,308000000.0,61000000.0,2077000000.0,0.0,,-9.1532,3771000000.0,-1643000000.0,2190000000.0,,,-1643000000.0,1.0,4284000000.0,-1643000000.0,406000000.0,1238000000.0
1524472,,-1433000000.0,1227000000.0,11990650000.0,2200000000.0,2071000000.0,330000000.0,6860000000.0,,27000000.0,,414000000.0,50000000.0,1802000000.0,,,-7.96554,4707000000.0,-1433000000.0,2503000000.0,,,-1433000000.0,,4357000000.0,-1433000000.0,542000000.0,1100000000.0
1529377,1529377.0,419029000.0,-1310000.0,368810000.0,930591000.0,,44868000.0,1373703000.0,Nondepository Credit Intermediation,,Ares Commercial Real Estate Corp,47270000.0,380000.0,893965000.0,0.0,,14.71167,81963000.0,419029000.0,419029000.0,,,419029000.0,1.0,954674000.0,419029000.0,30681000.0,
1529377,,419170000.0,-1750000.0,374230000.0,1336766000.0,,30432000.0,1770219000.0,,,,28343000.0,-71000.0,1308423000.0,,,14.65685,97541000.0,419170000.0,419170000.0,,,419170000.0,,1351049000.0,419170000.0,30610000.0,
1529864,1529864.0,-30715000.0,235455000.0,508660000.0,652911000.0,647314000.0,34602000.0,977879000.0,Activities Related to Credit Intermediation,,Enova International Inc,39934000.0,,612977000.0,0.0,,-0.92256,745569000.0,-30715000.0,241699000.0,,15564000.0,-30715000.0,1.0,736180000.0,-30715000.0,121477000.0,71953000.0
1529864,,10347000.0,264695000.0,653560000.0,791542000.0,830758000.0,29240000.0,1159460000.0,,,,68684000.0,,722858000.0,,,0.30882,843741000.0,10347000.0,281687000.0,,14388000.0,10347000.0,,877773000.0,10347000.0,111519000.0,77123000.0
1421365,1421365.0,-191979000.0,-192691000.0,,44955000.0,57333000.0,-11529000.0,58748000.0,Semiconductor and Other Electronic Component Manufacturing,-14640000.0,GCT Semiconductor Inc,18227000.0,2652000.0,192156000.0,,,-4.92047,68644000.0,-191979000.0,-26551000.0,,,-191979000.0,,85299000.0,-191979000.0,-561000.0,75702000.0
1421365,,-191979000.0,-192691000.0,,44955000.0,57333000.0,-11529000.0,58748000.0,,-14640000.0,,18227000.0,2652000.0,192156000.0,,,-4.92047,68644000.0,-191979000.0,-26551000.0,,,-191979000.0,,85299000.0,-191979000.0,-561000.0,75702000.0
1345691,1345691.0,-133787000.0,-123458000.0,,4245000.0,17714000.0,-25929000.0,87125000.0,Basic Chemical Manufacturing,,Enchi Corp,11889000.0,1069000.0,148197000.0,,,-2.47556,14742000.0,-133787000.0,48920000.0,,,-133787000.0,,38205000.0,-133787000.0,-22379000.0,13439000.0
1345691,,-133787000.0,-123458000.0,,4245000.0,17714000.0,-25929000.0,87125000.0,,,,11889000.0,1069000.0,148197000.0,,,-2.47556,14742000.0,-133787000.0,48920000.0,,,-133787000.0,,38205000.0,-133787000.0,-22379000.0,13439000.0
1529979,1529979.0,54692000.0,62274000.0,626450000.0,109276000.0,163343000.0,26066000.0,212511000.0,Other Information Services,,FX Alliance Inc,134799000.0,,-25523000.0,1.0,,1.93153,118186000.0,54692000.0,79453000.0,,10027000.0,54692000.0,0.0,133058000.0,54692000.0,42439000.0,20771000.0
1529979,,54692000.0,62274000.0,626450000.0,109276000.0,163343000.0,26066000.0,212511000.0,,,,134799000.0,,-25523000.0,,,1.93153,118186000.0,54692000.0,79453000.0,,10027000.0,54692000.0,,133058000.0,54692000.0,42439000.0,20771000.0
1375850,1375850.0,9151500.0,3832990.0,10000.0,3272140.0,14599200.0,127270.0,21615120.0,Pharmaceutical and Medicine Manufacturing,-660010.0,Hubei Minkang Pharmaceutical Ltd,6234190.0,-1050870.0,-2962050.0,0.0,,0.17535,14742960.0,9151500.0,11427340.0,,,9151500.0,1.0,10187790.0,9151500.0,221950.0,10187790.0
1375850,,9151500.0,3832990.0,40000.0,3272140.0,14599200.0,127270.0,21615120.0,,-660010.0,,6234190.0,-1050870.0,-2962050.0,,,0.17535,14742960.0,9151500.0,11427340.0,,,9151500.0,,10187790.0,9151500.0,221950.0,10187790.0
1510100,1510100.0,-84284000.0,-73789000.0,,100000.0,82873000.0,-27301000.0,103390000.0,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",-2013000.0,Elevance Renewable Sciences Inc,77358000.0,1189000.0,78598000.0,,,-36.13539,21188000.0,-84284000.0,85227000.0,,1506000.0,-84284000.0,,18163000.0,-84284000.0,-18394000.0,4143000.0
1510100,1420660.0,-84284000.0,-73789000.0,,100000.0,82873000.0,-27301000.0,103390000.0,,-2013000.0,,77358000.0,1189000.0,78598000.0,,,-36.13539,21188000.0,-84284000.0,85227000.0,,1506000.0,-84284000.0,,18163000.0,-84284000.0,-18394000.0,4143000.0
1434441,1434441.0,-100628510.0,-101738440.0,,0.0,49994880.0,-52522220.0,64767360.0,Basic Chemical Manufacturing,,Fulcrum BioEnergy Inc,49891780.0,203760.0,93574850.0,,,-1.18855,,-100628510.0,49053280.0,,,-100628510.0,,15714080.0,-100628510.0,-40811970.0,2384510.0
1434441,,-100628510.0,-101738440.0,,0.0,49994880.0,-52522220.0,64767360.0,,,,49891780.0,203760.0,93574850.0,,,-1.18855,,-100628510.0,49053280.0,,,-100628510.0,,15714080.0,-100628510.0,-40811970.0,2384510.0
1509351,1424497.0,-2467310.0,-27734930.0,110000.0,708360.0,18150.0,-23381550.0,70940.0,Other Information Services,,Eventure Interactive Inc,2960.0,195450.0,705400.0,0.0,,-0.09683,0.0,-2467310.0,-2467310.0,,,-2467310.0,1.0,2538250.0,-2467310.0,-23522870.0,2210210.0
1509351,1509351.0,-2467310.0,-27734930.0,110000.0,708360.0,18150.0,-23381550.0,70940.0,,,,2960.0,195450.0,705400.0,,,-0.09683,0.0,-2467310.0,-2467310.0,,,-2467310.0,,2538250.0,-2467310.0,-23522870.0,2210210.0
1500242,1500242.0,1241180.0,-6343430.0,3636570000.0,514080.0,1315410.0,-1789170.0,1918720.0,Other Investment Pools and Funds,,UBI Blockchain Internet Ltd,15410.0,-47000.0,498670.0,0.0,,0.01127,0.0,1241180.0,1333220.0,,,1241180.0,1.0,585510.0,1241180.0,-1827080.0,585510.0
1500242,,-1507340.0,-9447790.0,22040000.0,1923600.0,558310.0,-3104370.0,694700.0,,-24590.0,,23430.0,,1900170.0,,,-0.01366,0.0,-1507340.0,-1380300.0,,22020.0,-1507340.0,,2075000.0,-1507340.0,-3021470.0,2075000.0
1524223,1524223.0,158083000.0,-37383000.0,54150000.0,0.0,165367000.0,82408000.0,220599000.0,Other Financial Investment Activities,,Manning & Napier Inc,138289000.0,-819000.0,-166723000.0,0.0,,10.5502,248937000.0,158083000.0,162912000.0,,1900000.0,158083000.0,1.0,57687000.0,158083000.0,89208000.0,47378000.0
1524223,,155452000.0,-38424000.0,26990000.0,0.0,168873000.0,48525000.0,205180000.0,,,,148666000.0,-441000.0,-170587000.0,,,10.33635,201527000.0,155452000.0,160281000.0,,1700000.0,155452000.0,,44899000.0,155452000.0,51768000.0,44172000.0
1561650,1561650.0,,,,,,,,Other Information Services,,Strata-X Ltd,,,,,,,,,,,,,,,,,
1771515,1771515.0,-396475000.0,23776000.0,,710886000.0,207556000.0,20601000.0,1317871000.0,Grocery Stores,-18202000.0,Grocery Outlet Holding Corp,5801000.0,10255000.0,705085000.0,0.0,,-4.62612,2075465000.0,-396475000.0,427133000.0,,43152000.0,-396475000.0,1.0,890738000.0,-396475000.0,75470000.0,131332000.0
1771515,,-396475000.0,23776000.0,,710886000.0,207556000.0,20601000.0,1317871000.0,,-18202000.0,,5801000.0,10255000.0,705085000.0,,,-4.62612,2075465000.0,-396475000.0,427133000.0,,43152000.0,-396475000.0,,890738000.0,-396475000.0,75470000.0,131332000.0
1540563,1540563.0,-364300000.0,-24800000.0,,390300000.0,198900000.0,1200000.0,868700000.0,Foundries,-8000000.0,Form Technologies Inc,36800000.0,5100000.0,357600000.0,,,-2142.94118,580000000.0,-364300000.0,131400000.0,,,-364300000.0,,737300000.0,-364300000.0,69400000.0,160900000.0
1540563,,-364300000.0,-24800000.0,,390300000.0,198900000.0,1200000.0,868700000.0,,-8000000.0,,36800000.0,5100000.0,357600000.0,,,-2142.94118,580000000.0,-364300000.0,131400000.0,,,-364300000.0,,737300000.0,-364300000.0,69400000.0,160900000.0
1476638,1476638.0,-10727450.0,-49962410.0,4470000.0,5536260.0,349170.0,-6482310.0,638770.0,Software Publishers,,Rackwise Inc,53080.0,156720.0,5483180.0,0.0,,-23.79753,1958680.0,-10727450.0,-10675140.0,,,-10727450.0,0.0,11313900.0,-10727450.0,-4651180.0,8619750.0
1476638,,-10727450.0,-49962410.0,0.0,5536260.0,349170.0,-6482310.0,638770.0,,,,53080.0,156720.0,5483180.0,,,-23.79753,1958680.0,-10727450.0,-10675140.0,,,-10727450.0,,11313900.0,-10727450.0,-4651180.0,8619750.0
1670061,1670061.0,35569000.0,-39622000.0,93850000.0,60953000.0,17800000.0,-21175000.0,167766000.0,Metal Ore Mining,-3602000.0,Almonty Industries Inc,4215000.0,,56738000.0,0.0,,0.32074,37310000.0,35569000.0,35569000.0,,,35569000.0,1.0,132197000.0,35569000.0,-18166000.0,55849000.0
1670061,,45625000.0,-47864000.0,117940000.0,54106000.0,15823000.0,-8242000.0,160151000.0,,-3545000.0,,4473000.0,,49633000.0,,,0.26877,39018000.0,45625000.0,45625000.0,,,45625000.0,,114526000.0,45625000.0,-7052000.0,47374000.0
1417139,1417139.0,-781240.0,-2124000.0,,480680.0,731380.0,-459470.0,826120.0,"Resin, Synthetic Rubber, and Artificial and Synthetic Fibers and Filaments Manufacturing",-7700.0,Trellis Earth Products Inc,21950.0,668530.0,460130.0,,,-0.08265,2686260.0,-781240.0,-779840.0,,10900.0,-781240.0,,1605960.0,-781240.0,-353400.0,1505960.0
1417139,,-781240.0,-2124000.0,,480680.0,731380.0,-459470.0,826120.0,,-7700.0,,21950.0,668530.0,460130.0,,,-0.08265,2686260.0,-781240.0,-779840.0,,10900.0,-781240.0,,1605960.0,-781240.0,-353400.0,1505960.0
1515115,1515115.0,-2397800.0,-6607970.0,60000.0,39710.0,39000.0,-2160950.0,448270.0,Software Publishers,,Soul And Vibe Interactive Inc,7090.0,146380.0,32750.0,0.0,,-5.91757,6550.0,-2397800.0,-1998990.0,,,-2397800.0,1.0,2447260.0,-2397800.0,-298830.0,2447260.0
1515115,,-2397800.0,-6607970.0,120000.0,39710.0,39000.0,-2160950.0,448270.0,,,,7090.0,146380.0,32750.0,,,-5.91757,6550.0,-2397800.0,-1998990.0,,,-2397800.0,,2447260.0,-2397800.0,-298830.0,2447260.0
1083220,1083220.0,-17417000.0,8801000.0,60910000.0,31922000.0,21903000.0,2737000.0,151120000.0,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),,Xcel Brands Inc,14127000.0,,17795000.0,0.0,,-0.93414,32692000.0,-17417000.0,106174000.0,,1560000.0,-17417000.0,1.0,44946000.0,-17417000.0,4866000.0,10369000.0
1083220,,-12426000.0,-1321000.0,20660000.0,24948000.0,19305000.0,-10122000.0,135018000.0,,,,10185000.0,,14763000.0,,,-0.67831,31706000.0,-12426000.0,97694000.0,,1562000.0,-12426000.0,,37324000.0,-12426000.0,-9222000.0,9105000.0
1522420,1522420.0,160921000.0,72498000.0,283950000.0,1985000.0,,11981000.0,2158704000.0,Depository Credit Intermediation,,BSB Bancorp Inc,,,,1.0,,17.66406,,160921000.0,160921000.0,,,160921000.0,0.0,1997783000.0,160921000.0,,
1522420,,178029000.0,86884000.0,274330000.0,3268000.0,,14386000.0,2676565000.0,,,,,,,,,18.339,,178029000.0,178029000.0,,,178029000.0,,2498536000.0,178029000.0,,
1138724,1138724.0,-5563920.0,-19252750.0,19680000.0,2510030.0,14230.0,-2027580.0,343490.0,Computer Systems Design and Related Services,,Global Arena Holding Inc,14230.0,,2495800.0,0.0,,-0.0177,1224470.0,-5563920.0,-5563920.0,,,-5563920.0,1.0,5907410.0,-5563920.0,-307090.0,5593940.0
1138724,,-15743320.0,-32941450.0,1240000.0,2409220.0,20890.0,-13688700.0,730150.0,,,,20890.0,138160.0,2388420.0,,,-0.02461,532670.0,-15743320.0,-15743230.0,,,-15743320.0,,16473390.0,-15743320.0,-2643740.0,16473390.0
1314054,1314054.0,-5709180.0,-10366000.0,180000.0,12054590.0,3729560.0,-4582670.0,7180120.0,Beverage Manufacturing,-943890.0,Panache Beverage Inc,49850.0,164880.0,10801940.0,0.0,,-0.21101,3694020.0,-5709180.0,-5664000.0,,,-5709180.0,1.0,12844120.0,-5709180.0,-4697500.0,2836250.0
1314054,,-5709180.0,-10366000.0,90000.0,12054590.0,3729560.0,-4582670.0,7180120.0,,-943890.0,,49850.0,164880.0,10801940.0,,,-0.21101,3694020.0,-5709180.0,-5664000.0,,,-5709180.0,,12844120.0,-5709180.0,-4697500.0,2836250.0
805928,805928.0,14092170.0,-117883820.0,967830000.0,24311670.0,44037250.0,-14411140.0,46360480.0,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",-1524880.0,AxoGen Inc,30014410.0,,-5702740.0,0.0,,0.42692,41107540.0,14092170.0,14921150.0,,,14092170.0,1.0,31439330.0,14092170.0,-8129860.0,11081370.0
805928,,24245000.0,-128329000.0,790090000.0,24545000.0,55741000.0,-10445460.0,58875000.0,,-1857100.0,,36507000.0,,-11962000.0,,,0.70582,60426400.0,24245000.0,25182000.0,,,24245000.0,,33693000.0,24245000.0,-7951280.0,13719000.0
1528396,1528396.0,675364000.0,65903000.0,5596390000.0,0.0,679240000.0,18072000.0,1078901000.0,Software Publishers,,Guidewire Software Inc,573203000.0,1311000.0,-573203000.0,0.0,,9.00394,509533000.0,675364000.0,888530000.0,,,675364000.0,1.0,190371000.0,675364000.0,21861000.0,168367000.0
1528396,,977085000.0,124976000.0,6501200000.0,305128000.0,1222461000.0,-26743000.0,1981433000.0,,,,1067148000.0,16794000.0,-762020000.0,,,12.12088,652849000.0,977085000.0,1413616000.0,,,977085000.0,,567817000.0,977085000.0,-15624000.0,238157000.0
842622,842622.0,63761660.0,-16263860.0,88650000.0,685650.0,5942660.0,-1846520.0,66022680.0,Nonmetallic Mineral Mining and Quarrying,,Crystal Peak Minerals Inc,5900800.0,108020.0,-5215150.0,0.0,,0.32469,,63761660.0,63761660.0,,5760.0,63761660.0,1.0,2261020.0,63761660.0,-1881860.0,1371910.0
842622,,60719610.0,-20015800.0,42250000.0,12594030.0,6790850.0,-3751940.0,75164920.0,,,,6759700.0,507080.0,5834330.0,,,0.30873,,60719610.0,60719610.0,,4350.0,60719610.0,,14445300.0,60719610.0,-2753330.0,13261360.0
1520300,1520300.0,91137000.0,77306000.0,170840000.0,392000.0,,1218000.0,795823000.0,Depository Credit Intermediation,,ASB Bancorp Inc,,,,1.0,,24.05921,,91137000.0,91137000.0,,,91137000.0,0.0,704686000.0,91137000.0,,
1520300,,91137000.0,77306000.0,170840000.0,392000.0,,1218000.0,795823000.0,,,,,,,,,24.05921,,91137000.0,91137000.0,,,91137000.0,,704686000.0,91137000.0,,
1499717,1499717.0,-16650000.0,-47847000.0,12200000.0,7636000.0,23537000.0,-3610000.0,53957000.0,Employment Services,,Staffing 360 Solutions Inc,650000.0,0.0,6986000.0,0.0,,-9.10851,109422000.0,-16650000.0,8278000.0,,1773000.0,-16650000.0,1.0,45679000.0,-16650000.0,-641000.0,38628000.0
1499717,,-51099000.0,-65142000.0,7670000.0,38994000.0,37935000.0,-18491000.0,86748000.0,,,,3100000.0,0.0,35894000.0,,,-13.07177,192650000.0,-51099000.0,-6785000.0,,3566000.0,-51099000.0,,93533000.0,-51099000.0,-11346000.0,49309000.0
1497316,1497316.0,-172450.0,-1625980.0,830000.0,0.0,451100.0,-229010.0,451100.0,Nonmetallic Mineral Mining and Quarrying,,American Graphite Technologies Inc,114610.0,20780.0,-114610.0,0.0,,-0.00179,0.0,-172450.0,-172450.0,,,-172450.0,1.0,623550.0,-172450.0,-209170.0,48880.0
1497316,,-172450.0,-1625980.0,340000.0,0.0,451100.0,-229010.0,451100.0,,,,114610.0,20780.0,-114610.0,,,-0.00179,0.0,-172450.0,-172450.0,,,-172450.0,,623550.0,-172450.0,-209170.0,48880.0
1720040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355732,1355732.0,-8106600.0,-15355900.0,50000.0,3982310.0,119170.0,-10603890.0,530550.0,Coal Mining,,Borneo Resource Investments Ltd,119170.0,,3237910.0,0.0,,-0.10872,1530290.0,-8106600.0,-8106600.0,,44300.0,-8106600.0,1.0,8637150.0,-8106600.0,-7954170.0,8112850.0
1355732,,-8106600.0,-15355900.0,30000.0,3982310.0,119170.0,-10603890.0,530550.0,,,,119170.0,,3237910.0,,,-0.10872,1530290.0,-8106600.0,-8106600.0,,44300.0,-8106600.0,,8637150.0,-8106600.0,-7954170.0,8112850.0
1532288,1532288.0,-93830000.0,-331164000.0,,377905000.0,84912000.0,-58830000.0,334155000.0,Coal Mining,2752000.0,Armstrong Energy Inc,57505000.0,,320423000.0,,,-4.28776,253902000.0,-93830000.0,-93830000.0,,31040000.0,-93830000.0,,427985000.0,-93830000.0,-21831000.0,37550000.0
1532288,,-93830000.0,-331164000.0,,377905000.0,84912000.0,-58830000.0,334155000.0,,2752000.0,,57505000.0,,320423000.0,,,-4.28776,253902000.0,-93830000.0,-93830000.0,,31040000.0,-93830000.0,,427985000.0,-93830000.0,-21831000.0,37550000.0
1532289,1532289.0,125532000.0,,,0.0,155000.0,3332000.0,137929000.0,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),60000.0,Thoroughbred Resources LP,155000.0,0.0,242000.0,,,97.16099,,125532000.0,125929000.0,,,125532000.0,,12000000.0,125532000.0,-817000.0,
1532289,,125532000.0,,,0.0,155000.0,3332000.0,137929000.0,,60000.0,,155000.0,0.0,242000.0,,,97.16099,,125532000.0,125929000.0,,,125532000.0,,12000000.0,125532000.0,-817000.0,
873375,873375.0,22269790.0,6473500.0,41240000.0,9392000.0,,1138860.0,266338830.0,Depository Credit Intermediation,,First Ulb Corp,,,,1.0,,17.14512,,22269790.0,22269790.0,,,22269790.0,0.0,244069050.0,22269790.0,,
873375,,22269790.0,6473500.0,41240000.0,9392000.0,,1138860.0,266338830.0,,,,,,,,,17.14512,,22269790.0,22269790.0,,,22269790.0,,244069050.0,22269790.0,,
1528356,1528356.0,62119000.0,-51567000.0,108320000.0,711000.0,97810000.0,-32192000.0,121813000.0,"Electric Power Generation, Transmission and Distribution",5737000.0,Genie Energy Ltd,35192000.0,-298000.0,-29740000.0,0.0,,2.52035,212112000.0,62119000.0,94867000.0,,,62119000.0,1.0,26946000.0,62119000.0,-30513000.0,41145000.0
1528356,,49413000.0,-67469000.0,162030000.0,2513000.0,90162000.0,-8648000.0,125778000.0,,2003000.0,,29913000.0,88000.0,-24542000.0,,,1.98893,264202000.0,49413000.0,84013000.0,,,49413000.0,,41765000.0,49413000.0,-6540000.0,54741000.0
1416729,1416729.0,-4505540.0,-20746600.0,0.0,2411970.0,69110.0,-17742670.0,178240.0,Computer Systems Design and Related Services,,Webxu Inc,-209900.0,285250.0,2621870.0,1.0,,-0.17236,0.0,-4505540.0,-4505540.0,,0.0,-4505540.0,0.0,4683770.0,-4505540.0,-2241860.0,4310910.0
1416729,,-4505540.0,-20746600.0,0.0,2411970.0,69110.0,-17742670.0,178240.0,,,,-209900.0,285250.0,2621870.0,,,-0.17236,0.0,-4505540.0,-4505540.0,,0.0,-4505540.0,,4683770.0,-4505540.0,-2241860.0,4310910.0
1541371,1541371.0,4677000.0,4267000.0,2240000.0,6832000.0,10196000.0,23000.0,16635000.0,Semiconductor and Other Electronic Component Manufacturing,928000.0,Jet Neko Inc,919000.0,-732000.0,5913000.0,1.0,,1.44393,119777000.0,4677000.0,4983000.0,,,4677000.0,0.0,11652000.0,4677000.0,751000.0,9104000.0
1541371,,4677000.0,4267000.0,2240000.0,6832000.0,10196000.0,23000.0,16635000.0,,928000.0,,919000.0,-732000.0,5913000.0,,,1.44393,119777000.0,4677000.0,4983000.0,,,4677000.0,,11652000.0,4677000.0,751000.0,9104000.0
